"File","Type","Severity","Evidence","Lines","SizeBytes"
".claude\worktrees\enterprise-audit\frontend\src\modules\M045\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M045\M045Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M045\M045Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M046\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M046\M046Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","151"
".claude\worktrees\enterprise-audit\frontend\src\modules\M046\M046Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","250"
".claude\worktrees\enterprise-audit\frontend\src\modules\M047\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M047\M047Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M047\M047Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M048\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M048\M048Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M048\M048Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M049\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M049\M049Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","163"
".claude\worktrees\enterprise-audit\frontend\src\modules\M049\M049Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","262"
".claude\worktrees\enterprise-audit\frontend\src\modules\M050\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M050\M050Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M050\M050Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M051\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M051\M051Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","153"
".claude\worktrees\enterprise-audit\frontend\src\modules\M051\M051Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","247"
".claude\worktrees\enterprise-audit\frontend\src\modules\M052\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M052\M052Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M052\M052Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M053\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M053\M053Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M054\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M054\M054Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M055\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M055\M055Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M055\M055Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M056\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M056\M056Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M057\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M057\M057Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M057\M057Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M058\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M058\M058Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M059\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M059\M059Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","151"
".claude\worktrees\enterprise-audit\frontend\src\modules\M059\M059Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","245"
".claude\worktrees\enterprise-audit\frontend\src\modules\M060\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M060\M060Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M061\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M061\M061Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","150"
".claude\worktrees\enterprise-audit\frontend\src\modules\M062\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M062\M062Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","150"
".claude\worktrees\enterprise-audit\frontend\src\modules\M062\M062Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","245"
".claude\worktrees\enterprise-audit\frontend\src\modules\M063\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M063\M063Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","154"
".claude\worktrees\enterprise-audit\frontend\src\modules\M063\M063Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","249"
".claude\worktrees\enterprise-audit\frontend\src\modules\M064\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M064\M064Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","160"
".claude\worktrees\enterprise-audit\frontend\src\modules\M064\M064Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","255"
".claude\worktrees\enterprise-audit\frontend\src\modules\M065\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M065\M065Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","150"
".claude\worktrees\enterprise-audit\frontend\src\modules\M065\M065Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","245"
".claude\worktrees\enterprise-audit\frontend\src\modules\M066\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M066\M066Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","155"
".claude\worktrees\enterprise-audit\frontend\src\modules\M066\M066Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","249"
".claude\worktrees\enterprise-audit\frontend\src\modules\M067\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M067\M067Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","154"
".claude\worktrees\enterprise-audit\frontend\src\modules\M067\M067Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","248"
".claude\worktrees\enterprise-audit\frontend\src\modules\M068\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M068\M068Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","152"
".claude\worktrees\enterprise-audit\frontend\src\modules\M068\M068Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","247"
".claude\worktrees\enterprise-audit\frontend\src\modules\M069\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M069\M069Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","153"
".claude\worktrees\enterprise-audit\frontend\src\modules\M069\M069Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","248"
".claude\worktrees\enterprise-audit\frontend\src\modules\M070\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M070\M070Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","152"
".claude\worktrees\enterprise-audit\frontend\src\modules\M071\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M071\M071Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M071\M071Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M072\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M072\M072Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M073\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M073\M073Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M073\M073Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M074\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M074\M074Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","157"
".claude\worktrees\enterprise-audit\frontend\src\modules\M074\M074Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","251"
".claude\worktrees\enterprise-audit\frontend\src\modules\M075\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M075\M075Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","158"
".claude\worktrees\enterprise-audit\frontend\src\modules\M075\M075Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","253"
".claude\worktrees\enterprise-audit\frontend\src\modules\M076\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M076\M076Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","152"
".claude\worktrees\enterprise-audit\frontend\src\modules\M076\M076Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","247"
".claude\worktrees\enterprise-audit\frontend\src\modules\M077\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M077\M077Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","161"
".claude\worktrees\enterprise-audit\frontend\src\modules\M077\M077Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","256"
".claude\worktrees\enterprise-audit\frontend\src\modules\M078\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M078\M078Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","157"
".claude\worktrees\enterprise-audit\frontend\src\modules\M078\M078Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","252"
".claude\worktrees\enterprise-audit\frontend\src\modules\M079\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M079\M079Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","157"
".claude\worktrees\enterprise-audit\frontend\src\modules\M079\M079Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","252"
".claude\worktrees\enterprise-audit\frontend\src\modules\M080\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M080\M080Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","152"
".claude\worktrees\enterprise-audit\frontend\src\modules\M080\M080Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","247"
".claude\worktrees\enterprise-audit\frontend\src\modules\M081\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M081\M081Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M081\M081Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M082\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M082\M082Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M082\M082Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M083\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M083\M083Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","153"
".claude\worktrees\enterprise-audit\frontend\src\modules\M083\M083Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","251"
".claude\worktrees\enterprise-audit\frontend\src\modules\M084\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M084\M084Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M084\M084Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M085\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M085\M085Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M085\M085Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M086\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M086\M086Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M086\M086Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M087\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M087\M087Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","153"
".claude\worktrees\enterprise-audit\frontend\src\modules\M087\M087Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","251"
".claude\worktrees\enterprise-audit\frontend\src\modules\M088\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M088\M088Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","156"
".claude\worktrees\enterprise-audit\frontend\src\modules\M088\M088Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","254"
".claude\worktrees\enterprise-audit\frontend\src\modules\M089\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M089\M089Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","160"
".claude\worktrees\enterprise-audit\frontend\src\modules\M089\M089Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","258"
".claude\worktrees\enterprise-audit\frontend\src\modules\M090\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M090\M090Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M090\M090Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M091\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
